id,thresh_mm,n_gt,n_true_defect,n_geom_defect,true_pct,geom_pct,tp,fp,fn,precision,recall,f1,jaccard,seam_pct,off_surface_pct
030,3.0,6144,460,2646,7.486979166666667,43.06640625,430,2216,30,0.16250944822373395,0.9347826086956522,0.2768834513844173,0.16068759342301944,0.390625,0.0
030,3.5,6144,460,1683,7.486979166666667,27.392578125,424,1259,36,0.2519310754604872,0.9217391304347826,0.39570695286980867,0.24665503199534614,0.390625,0.0
030,4.0,6144,460,1028,7.486979166666667,16.731770833333336,408,620,52,0.3968871595330739,0.8869565217391304,0.5483870967741936,0.37777777777777777,0.390625,0.0
030,4.5,6144,460,630,7.486979166666667,10.25390625,401,229,59,0.6365079365079365,0.8717391304347826,0.7357798165137615,0.5820029027576198,0.390625,0.0
030,5.0,6144,460,461,7.486979166666667,7.503255208333333,386,75,74,0.8373101952277657,0.8391304347826087,0.8382193268186754,0.7214953271028037,0.390625,0.0
030,5.5,6144,460,389,7.486979166666667,6.331380208333333,372,17,88,0.9562982005141388,0.808695652173913,0.8763250883392226,0.779874213836478,0.390625,0.0
030,6.0,6144,460,363,7.486979166666667,5.908203125,360,3,100,0.9917355371900827,0.782608695652174,0.8748481166464155,0.7775377969762419,0.390625,0.0
030,7.0,6144,460,339,7.486979166666667,5.517578125,339,0,121,1.0,0.7369565217391304,0.8485607008760951,0.7369565217391304,0.390625,0.0
030,8.0,6144,460,324,7.486979166666667,5.2734375,324,0,136,1.0,0.7043478260869566,0.826530612244898,0.7043478260869566,0.390625,0.0
073,3.0,6144,380,2407,6.184895833333334,39.17643229166667,356,2051,24,0.14790195263813877,0.9368421052631579,0.2554718335127377,0.14644179350061703,0.341796875,0.0
073,3.5,6144,380,1527,6.184895833333334,24.853515625,347,1180,33,0.2272429600523903,0.9131578947368421,0.36392239119035136,0.22243589743589742,0.341796875,0.0
073,4.0,6144,380,856,6.184895833333334,13.932291666666666,330,526,50,0.3855140186915888,0.868421052631579,0.5339805825242718,0.36423841059602646,0.341796875,0.0
073,4.5,6144,380,520,6.184895833333334,8.463541666666668,323,197,57,0.6211538461538462,0.85,0.7177777777777777,0.5597920277296361,0.341796875,0.0
073,5.0,6144,380,370,6.184895833333334,6.022135416666666,308,62,72,0.8324324324324325,0.8105263157894737,0.8213333333333332,0.6968325791855203,0.341796875,0.0
073,5.5,6144,380,319,6.184895833333334,5.192057291666666,299,20,81,0.9373040752351097,0.7868421052631579,0.8555078683834049,0.7475,0.341796875,0.0
073,6.0,6144,380,288,6.184895833333334,4.6875,282,6,98,0.9791666666666666,0.7421052631578947,0.8443113772455089,0.7305699481865285,0.341796875,0.0
073,7.0,6144,380,257,6.184895833333334,4.182942708333334,256,1,124,0.9961089494163424,0.6736842105263158,0.8037676609105181,0.6719160104986877,0.341796875,0.0
073,8.0,6144,380,243,6.184895833333334,3.955078125,243,0,137,1.0,0.6394736842105263,0.7800963081861959,0.6394736842105263,0.341796875,0.0
033,3.0,6144,426,2716,6.93359375,44.20572916666667,405,2311,21,0.14911634756995581,0.9507042253521126,0.25779758115849777,0.14797223237120935,0.32552083333333337,0.0
033,3.5,6144,426,1742,6.93359375,28.352864583333332,394,1348,32,0.2261768082663605,0.9248826291079812,0.3634686346863469,0.22209695603156707,0.32552083333333337,0.0
033,4.0,6144,426,996,6.93359375,16.2109375,379,617,47,0.38052208835341367,0.8896713615023474,0.5330520393811533,0.36337488015340363,0.32552083333333337,0.0
033,4.5,6144,426,603,6.93359375,9.814453125,366,237,60,0.6069651741293532,0.8591549295774648,0.7113702623906706,0.5520361990950227,0.32552083333333337,0.0
033,5.0,6144,426,418,6.93359375,6.803385416666667,346,72,80,0.8277511961722488,0.812206572769953,0.8199052132701422,0.6947791164658634,0.32552083333333337,0.0
033,5.5,6144,426,354,6.93359375,5.76171875,336,18,90,0.9491525423728814,0.7887323943661971,0.8615384615384616,0.7567567567567568,0.32552083333333337,0.0
033,6.0,6144,426,331,6.93359375,5.387369791666666,325,6,101,0.9818731117824774,0.7629107981220657,0.8586525759577278,0.7523148148148148,0.32552083333333337,0.0
033,7.0,6144,426,304,6.93359375,4.947916666666666,304,0,122,1.0,0.7136150234741784,0.832876712328767,0.7136150234741784,0.32552083333333337,0.0
033,8.0,6144,426,285,6.93359375,4.638671875,285,0,141,1.0,0.6690140845070423,0.8016877637130801,0.6690140845070423,0.32552083333333337,0.0
090,3.0,6144,460,2847,7.486979166666667,46.337890625,441,2406,19,0.15489989462592202,0.9586956521739131,0.2667069851829453,0.15387299371946964,0.37434895833333337,0.0
090,3.5,6144,460,1885,7.486979166666667,30.680338541666668,434,1451,26,0.23023872679045093,0.9434782608695652,0.3701492537313433,0.2271062271062271,0.37434895833333337,0.0
090,4.0,6144,460,1127,7.486979166666667,18.343098958333336,420,707,40,0.37267080745341613,0.9130434782608695,0.5293005671077505,0.35989717223650386,0.37434895833333337,0.0
090,4.5,6144,460,681,7.486979166666667,11.083984375,410,271,50,0.6020558002936858,0.8913043478260869,0.7186678352322525,0.560875512995896,0.37434895833333337,0.0
090,5.0,6144,460,484,7.486979166666667,7.877604166666667,393,91,67,0.8119834710743802,0.8543478260869565,0.8326271186440678,0.7132486388384754,0.37434895833333337,0.0
090,5.5,6144,460,406,7.486979166666667,6.608072916666667,379,27,81,0.9334975369458128,0.8239130434782609,0.8752886836027713,0.7782340862422998,0.37434895833333337,0.0
090,6.0,6144,460,375,7.486979166666667,6.103515625,367,8,93,0.9786666666666667,0.7978260869565217,0.8790419161676646,0.7841880341880342,0.37434895833333337,0.0
090,7.0,6144,460,347,7.486979166666667,5.647786458333334,347,0,113,1.0,0.7543478260869565,0.8599752168525403,0.7543478260869565,0.37434895833333337,0.0
090,8.0,6144,460,329,7.486979166666667,5.354817708333334,329,0,131,1.0,0.7152173913043478,0.8339670468948035,0.7152173913043478,0.37434895833333337,0.0
004,3.0,6144,344,2365,5.598958333333334,38.49283854166667,326,2039,18,0.13784355179704016,0.9476744186046512,0.24067921742340345,0.13680234997901805,0.5696614583333333,0.0
004,3.5,6144,344,1435,5.598958333333334,23.356119791666664,316,1119,28,0.22020905923344947,0.9186046511627907,0.3552557616638561,0.21599453178400546,0.5696614583333333,0.0
004,4.0,6144,344,798,5.598958333333334,12.98828125,303,495,41,0.37969924812030076,0.8808139534883721,0.5306479859894921,0.36114421930870083,0.5696614583333333,0.0
004,4.5,6144,344,463,5.598958333333334,7.535807291666667,289,174,55,0.6241900647948164,0.8401162790697675,0.7162329615861214,0.5579150579150579,0.5696614583333333,0.0
004,5.0,6144,344,331,5.598958333333334,5.387369791666666,276,55,68,0.8338368580060423,0.8023255813953488,0.8177777777777778,0.6917293233082706,0.5696614583333333,0.0
004,5.5,6144,344,272,5.598958333333334,4.427083333333334,259,13,85,0.9522058823529411,0.752906976744186,0.8409090909090908,0.7254901960784313,0.5696614583333333,0.0
004,6.0,6144,344,252,5.598958333333334,4.1015625,248,4,96,0.9841269841269841,0.7209302325581395,0.832214765100671,0.7126436781609196,0.5696614583333333,0.0
004,7.0,6144,344,237,5.598958333333334,3.857421875,237,0,107,1.0,0.688953488372093,0.8158347676419965,0.688953488372093,0.5696614583333333,0.0
004,8.0,6144,344,213,5.598958333333334,3.466796875,213,0,131,1.0,0.6191860465116279,0.7648114901256733,0.6191860465116279,0.5696614583333333,0.0
076,3.0,6144,295,2789,4.801432291666666,45.39388020833333,279,2510,16,0.10003585514521333,0.9457627118644067,0.18093385214007782,0.09946524064171124,0.21158854166666666,0.0
076,3.5,6144,295,1820,4.801432291666666,29.622395833333332,270,1550,25,0.14835164835164835,0.9152542372881356,0.25531914893617025,0.14634146341463414,0.21158854166666666,0.0
076,4.0,6144,295,1059,4.801432291666666,17.236328125,265,794,30,0.2502360717658168,0.8983050847457628,0.3914327917282127,0.2433425160697888,0.21158854166666666,0.0
076,4.5,6144,295,585,4.801432291666666,9.521484375,258,327,37,0.441025641025641,0.8745762711864407,0.5863636363636363,0.41479099678456594,0.21158854166666666,0.0
076,5.0,6144,295,368,4.801432291666666,5.989583333333334,241,127,54,0.654891304347826,0.8169491525423729,0.726998491704374,0.5710900473933649,0.21158854166666666,0.0
076,5.5,6144,295,276,4.801432291666666,4.4921875,237,39,58,0.8586956521739131,0.8033898305084746,0.830122591943958,0.7095808383233533,0.21158854166666666,0.0
076,6.0,6144,295,240,4.801432291666666,3.90625,225,15,70,0.9375,0.7627118644067796,0.8411214953271028,0.7258064516129032,0.21158854166666666,0.0
076,7.0,6144,295,209,4.801432291666666,3.4016927083333335,208,1,87,0.9952153110047847,0.7050847457627119,0.8253968253968255,0.7027027027027027,0.21158854166666666,0.0
076,8.0,6144,295,192,4.801432291666666,3.125,192,0,103,1.0,0.6508474576271186,0.7885010266940451,0.6508474576271186,0.21158854166666666,0.0
077,3.0,6144,304,2116,4.947916666666666,34.44010416666667,286,1830,18,0.13516068052930058,0.9407894736842105,0.2363636363636364,0.13402061855670103,0.4231770833333333,0.0
077,3.5,6144,304,1194,4.947916666666666,19.43359375,274,920,30,0.22948073701842547,0.9013157894736842,0.3658210947930574,0.2238562091503268,0.4231770833333333,0.0
077,4.0,6144,304,619,4.947916666666666,10.074869791666668,264,355,40,0.42649434571890144,0.868421052631579,0.5720476706392199,0.4006069802731411,0.4231770833333333,0.0
077,4.5,6144,304,359,4.947916666666666,5.843098958333334,252,107,52,0.7019498607242339,0.8289473684210527,0.760180995475113,0.6131386861313869,0.4231770833333333,0.0
077,5.0,6144,304,267,4.947916666666666,4.345703125,233,34,71,0.8726591760299626,0.7664473684210527,0.8161120840630472,0.6893491124260355,0.4231770833333333,0.0
077,5.5,6144,304,233,4.947916666666666,3.7923177083333335,223,10,81,0.9570815450643777,0.7335526315789473,0.8305400372439478,0.7101910828025477,0.4231770833333333,0.0
077,6.0,6144,304,215,4.947916666666666,3.4993489583333335,213,2,91,0.9906976744186047,0.7006578947368421,0.8208092485549133,0.696078431372549,0.4231770833333333,0.0
077,7.0,6144,304,193,4.947916666666666,3.1412760416666665,193,0,111,1.0,0.6348684210526315,0.7766599597585513,0.6348684210526315,0.4231770833333333,0.0
077,8.0,6144,304,169,4.947916666666666,2.750651041666667,169,0,135,1.0,0.555921052631579,0.7145877378435518,0.555921052631579,0.4231770833333333,0.0
012,3.0,6144,381,2830,6.201171875,46.06119791666667,359,2471,22,0.12685512367491167,0.9422572178477691,0.22360635316100905,0.1258765778401122,0.30924479166666663,0.0
012,3.5,6144,381,1870,6.201171875,30.436197916666668,349,1521,32,0.18663101604278076,0.916010498687664,0.31008440693025324,0.18349106203995794,0.30924479166666663,0.0
012,4.0,6144,381,1088,6.201171875,17.708333333333336,337,751,44,0.30974264705882354,0.884514435695538,0.45881552076242343,0.29770318021201414,0.30924479166666663,0.0
012,4.5,6144,381,647,6.201171875,10.530598958333332,323,324,58,0.4992272024729521,0.847769028871391,0.6284046692607005,0.4581560283687943,0.30924479166666663,0.0
012,5.0,6144,381,422,6.201171875,6.868489583333333,314,108,67,0.7440758293838863,0.8241469816272966,0.7820672478206725,0.6421267893660532,0.30924479166666663,0.0
012,5.5,6144,381,331,6.201171875,5.387369791666666,300,31,81,0.9063444108761329,0.7874015748031497,0.8426966292134833,0.7281553398058253,0.30924479166666663,0.0
012,6.0,6144,381,296,6.201171875,4.817708333333334,287,9,94,0.9695945945945946,0.7532808398950132,0.8478581979320532,0.735897435897436,0.30924479166666663,0.0
