run,id,definition,defect_gt_%,defect_cov_mm,defect_HD95_mm,defect_n_pred,defect_prec_mm,defect_F1@0.05
lr_fix_only,000,6mm,4.134114583333334,2.476017797253736,3.7320098707434664,305,2.5643016285155023,0.9950576606260296
lr_fix_only,000,implant,5.501302083333334,2.512209963305093,3.73658356829828,348,2.5313714920598986,1.0
lr_fix_only,018,5mm,6.998697916666667,3.3422622609143047,4.944496494548496,477,2.9288960044011576,0.9894242068155111
lr_fix_only,018,6mm,5.257161458333334,3.302465699828073,4.859553352365092,336,3.321652168198925,0.9894444728987889
lr_fix_only,018,implant,6.656901041666667,3.359848839756656,4.8272598448823585,331,3.152750508879529,0.9987760097919216
lr_fix_only,030,5mm,7.503255208333333,2.8629841409328165,4.316030834341923,530,2.7241482804044015,0.9923497267759563
lr_fix_only,030,6mm,5.908203125,2.807454636496751,4.24331222685681,386,2.7923100976004624,0.9894477182403727
lr_fix_only,030,implant,7.486979166666667,2.806541068821508,4.1917694236290215,442,2.724220342230232,0.9989118607181718
lr_fix_only,073,5mm,6.022135416666666,3.7275312532607874,5.644719851270912,407,3.1452109170434284,0.9101620029455081
lr_fix_only,073,6mm,4.6875,3.8569414520601892,5.612369309940585,279,3.5156092803637082,0.8669540784591296
lr_fix_only,073,implant,6.184895833333334,3.749398062034069,5.589825159037025,300,3.3505709590292896,0.9113414867188993
lr_fix_only,033,5mm,6.803385416666667,3.2227933119131285,4.778663196189532,487,2.982053699931834,0.9915560916767189
lr_fix_only,033,6mm,5.387369791666666,3.2529112037377574,4.668315162960135,379,3.225240855961051,0.9796247106822814
lr_fix_only,033,implant,6.93359375,3.201538083774673,4.564454861215351,410,3.1107927226888203,0.9988249118683901
lr_fix_only,090,5mm,7.877604166666667,3.486674457631634,6.015578957406616,553,3.1720122314103434,0.9602577873254564
lr_fix_only,090,6mm,6.103515625,3.391871457189931,5.599346127726354,426,3.425867751139851,0.9577133447038758
lr_fix_only,090,implant,7.486979166666667,3.5540535672404494,6.045668961514461,429,3.2774212750938028,0.9569160997732427
lr_fix_only,004,5mm,5.387369791666666,3.0151385953590513,4.707603144014443,380,2.839395586105322,0.9831029185867897
lr_fix_only,004,6mm,4.1015625,2.8829307911231252,4.45393509876486,271,2.8570667020213136,0.9810830777496699
lr_fix_only,004,implant,5.598958333333334,3.0243502028436464,4.6098516461789565,305,2.8720373182161647,0.9912023460410557
lr_fix_only,076,5mm,5.989583333333334,2.992458110407876,5.133777727461346,515,2.8306310041738656,0.9777777777777777
lr_fix_only,076,6mm,3.90625,2.943291689663471,4.615415164338257,305,2.967317576640279,0.9825234619395203
lr_fix_only,076,implant,4.801432291666666,2.9442960789521027,4.674223275719828,297,2.887147731373021,0.9897260273972603
lr_fix_only,077,5mm,4.345703125,2.740345198257029,4.1689423749973535,305,2.6505223601524244,0.9931999703271434
lr_fix_only,077,6mm,3.4993489583333335,2.731184513395087,4.076257297567655,238,2.6724539637126705,0.9936575052854123
lr_fix_only,077,implant,4.947916666666666,2.7144544857106587,4.032780871024703,298,2.6861215553444326,0.9983193277310924
lr_fix_only,012,5mm,6.868489583333333,2.815088893595637,4.3469744881617975,563,2.8556662677433065,0.9988137603795968
lr_fix_only,012,6mm,4.817708333333334,2.764077158273935,4.18705149465104,345,2.891771776036463,0.9985486211901305
lr_fix_only,012,implant,6.201171875,2.8257290813421085,4.221575871640178,377,2.81701612400031,1.0
lr_fix_only,031,5mm,6.526692708333333,2.5810738528072195,3.9564189313185336,504,2.601963638998166,0.9962453066332916
lr_fix_only,031,6mm,5.436197916666666,2.474379363385329,3.837721592487746,383,2.5513889425936784,0.9986928104575163
lr_fix_only,031,implant,7.161458333333333,2.491477414539389,3.845232101885998,468,2.559929336271452,1.0
rep_w05,083,5mm,6.689453125,3.8542576505387993,7.023608057129058,549,3.094309980624335,0.9352331606217618
rep_w05,083,6mm,3.6946614583333335,3.839687151486241,6.883569279800611,283,3.5381517666277076,0.920967184218738
rep_w05,083,implant,4.703776041666666,3.7331963243045503,6.216224860044717,270,3.4150855807537583,0.9452554744525548
rep_w05,053,5mm,6.8359375,6.548360706576788,13.800439801194107,276,3.1167064717548714,0.7234042553191489
rep_w05,053,6mm,4.248046875,7.531351978979611,14.478093952308996,112,3.7048018547324393,0.6153846153846153
rep_w05,053,implant,5.501302083333334,7.59254795481324,14.510218109259638,91,3.3931433019937267,0.6090534979423868
rep_w05,070,5mm,6.461588541666667,2.7291392701518546,4.221287543224118,514,2.7438448759689384,0.9987389659520807
rep_w05,070,6mm,4.78515625,2.6392575891204926,4.084650330209051,353,2.711691578848181,1.0
rep_w05,070,implant,6.119791666666666,2.6454255984382997,3.992220075914327,382,2.6574375056421626,1.0
rep_w05,045,5mm,4.899088541666666,2.852429929360159,4.313647508893028,316,2.7574274038704067,0.9790560456139031
rep_w05,045,6mm,4.264322916666666,2.8367900113050832,4.2418348300933415,277,2.8810278009486043,0.9741958289148109
rep_w05,045,implant,6.15234375,2.8673810426222346,4.357862862007846,362,2.802475178316691,0.9767100843165273
rep_w05,044,5mm,7.649739583333333,3.269142999303141,5.286397895062856,609,3.019710546852547,0.9782608695652174
