epoch,cd_p_metric,cd_t_metric,clump_metric,dcd_metric,loss,lr,val_cd_p_metric,val_cd_t_metric,val_clump_metric,val_dcd_metric,val_loss
0,0.793592095375061,1.4925763607025146,0.6439208984375,1.9300391674041748,1.5240076780319214,6e-05,0.6854211091995239,0.9402443766593933,0.623046875,1.9215118885040283,0.9611689448356628
1,0.6424924731254578,0.8628818392753601,0.637988269329071,1.896423578262329,0.8876456022262573,0.00012,0.5154738426208496,0.5345445871353149,0.6314452886581421,1.797661542892456,0.553148627281189
2,0.5268802046775818,0.577467679977417,0.6771240234375,1.8476994037628174,0.6044487953186035,0.00018,0.6121369004249573,0.7503646612167358,0.561816394329071,1.8679406642913818,0.7641533017158508
3,0.4378476142883301,0.3921584486961365,0.573535144329071,1.743472695350647,0.40977030992507935,0.00024,0.49873360991477966,0.5026414394378662,0.753613293170929,1.8373939990997314,0.5401643514633179
4,0.47495850920677185,0.47127652168273926,0.576000988483429,1.7686798572540283,0.492165744304657,0.0003,0.3967062532901764,0.3584064841270447,0.81005859375,1.783390760421753,0.41518664360046387
5,0.3958897590637207,0.3266957402229309,0.580615222454071,1.6872408390045166,0.34573420882225037,0.0003,0.31667226552963257,0.21050408482551575,0.553417980670929,1.5542861223220825,0.2237558364868164
6,0.30602043867111206,0.19151322543621063,0.3763427734375,1.4694970846176147,0.1997722089290619,0.0003,0.2715799808502197,0.1476985514163971,0.2666992247104645,1.3133057355880737,0.15242359042167664
7,0.2519342303276062,0.12851040065288544,0.2712646424770355,1.283549427986145,0.1329277902841568,0.0003,0.22362414002418518,0.1005396842956543,0.22568359971046448,1.1759101152420044,0.1037653237581253
8,0.23221047222614288,0.10881207138299942,0.18342284858226776,1.1778912544250488,0.11136975139379501,0.0003,0.23607762157917023,0.11208625137805939,0.19023437798023224,1.2182319164276123,0.11446984112262726
9,0.21727466583251953,0.09514333307743073,0.1417236328125,1.0902048349380493,0.09683944284915924,0.0003,0.21318209171295166,0.09130298346281052,0.12666015326976776,1.0685285329818726,0.09262823313474655
10,0.20809230208396912,0.08723188936710358,0.11899413913488388,1.0371389389038086,0.08840462565422058,0.0003,0.20580534636974335,0.08508472144603729,0.11943359673023224,1.0175483226776123,0.08616060018539429
11,0.20318686962127686,0.08302509784698486,0.10161133110523224,0.9961932301521301,0.0839364305138588,0.0003,0.2073814421892166,0.086342953145504,0.10205078125,1.0416126251220703,0.08711937069892883
12,0.20467539131641388,0.08422688394784927,0.095703125,1.0044838190078735,0.085147924721241,0.0003,0.20659489929676056,0.08572374284267426,0.10859374701976776,1.035111665725708,0.08676180988550186
13,0.20385542511940002,0.0835670679807663,0.10063476860523224,0.9981437921524048,0.0845341607928276,0.0003,0.2108718901872635,0.0893261581659317,0.08037109673023224,1.0237447023391724,0.09003789722919464
14,0.2051723301410675,0.08475518971681595,0.09375,1.001288890838623,0.08572042733430862,0.0003,0.20434007048606873,0.08380577713251114,0.10283203423023224,1.0092401504516602,0.08494851738214493
15,0.21652182936668396,0.09437019377946854,0.11232910305261612,1.068192958831787,0.09558465331792831,0.0003,0.2097504884004593,0.08851449191570282,0.11064453423023224,1.0299632549285889,0.08983764797449112
