epoch,cd_p_metric,cd_t_metric,dcd_metric,loss,lr,val_cd_p_metric,val_cd_t_metric,val_dcd_metric,val_loss
0,0.860053539276123,1.6995445489883423,1.947693109512329,3.6730895042419434,6e-05,0.7314921021461487,1.0710583925247192,1.920769453048706,3.026407241821289
1,0.606395423412323,0.7820318937301636,1.899715781211853,2.7325165271759033,0.00012,0.5120294690132141,0.5433070063591003,1.842724084854126,2.462801218032837
2,0.66945880651474,0.9783602952957153,1.9091930389404297,2.9336631298065186,0.00018,0.4848065972328186,0.47925490140914917,1.9351078271865845,2.4476165771484375
3,0.5439478754997253,0.6157065629959106,1.9011456966400146,2.567556381225586,0.00024,0.4347209930419922,0.41551464796066284,1.9380191564559937,2.384714126586914
4,0.39076024293899536,0.32934921979904175,1.778749704360962,2.205453395843506,0.0003,0.3422967493534088,0.2379741668701172,1.663069486618042,2.0462183952331543
5,0.3021610677242279,0.19064341485500336,1.6344454288482666,1.9715397357940674,0.0003,0.2717546820640564,0.15383994579315186,1.6077085733413696,1.9148937463760376
6,0.2734246850013733,0.15491101145744324,1.574333906173706,1.8915767669677734,0.0003,0.25017330050468445,0.12696924805641174,1.4830873012542725,1.7976369857788086
7,0.26705047488212585,0.1456013172864914,1.5131945610046387,1.8358272314071655,0.0003,0.24590864777565002,0.12141899764537811,1.4102243185043335,1.73477041721344
8,0.24442711472511292,0.12117735296487808,1.402632474899292,1.726027488708496,0.0003,0.2268742024898529,0.10345719754695892,1.2963756322860718,1.6303056478500366
9,0.2225056141614914,0.09986132383346558,1.2563869953155518,1.594570279121399,0.0003,0.25606411695480347,0.13177256286144257,1.3172551393508911,1.6818021535873413
10,0.22327303886413574,0.10115297883749008,1.2248245477676392,1.5717947483062744,0.0003,0.2137606143951416,0.09167426824569702,1.1785635948181152,1.5244625806808472
11,0.21022646129131317,0.0888591855764389,1.1762789487838745,1.5187231302261353,0.0003,0.21028771996498108,0.08902347087860107,1.1775628328323364,1.5196447372436523
12,0.21556153893470764,0.09368486702442169,1.171825647354126,1.5219889879226685,0.0003,0.2058878391981125,0.08505136519670486,1.143794298171997,1.490624189376831
13,0.21060919761657715,0.08933466672897339,1.1492923498153687,1.4979488849639893,0.0003,0.21178598701953888,0.09009356796741486,1.1431684494018555,1.4966009855270386
14,0.2040012627840042,0.0838223546743393,1.1005403995513916,1.4506409168243408,0.0003,0.2030627429485321,0.08271075785160065,1.1011011600494385,1.452345609664917
15,0.21543928980827332,0.09358974546194077,1.1482014656066895,1.5040674209594727,0.0003,0.20629486441612244,0.0853898748755455,1.1081594228744507,1.4608125686645508
16,0.2246260643005371,0.10161362588405609,1.2008979320526123,1.5570080280303955,0.0003,0.2098805010318756,0.08832825720310211,1.1267650127410889,1.4813487529754639
17,0.20764890313148499,0.0867791548371315,1.1155871152877808,1.4666979312896729,0.0003,0.20604757964611053,0.08519480377435684,1.1109139919281006,1.4604767560958862
18,0.20994357764720917,0.08901149779558182,1.1186782121658325,1.4729197025299072,0.0003,0.21812954545021057,0.09575998783111572,1.1933695077896118,1.5442652702331543
19,0.21002450585365295,0.08896394073963165,1.1175189018249512,1.4722187519073486,0.0003,0.2056857794523239,0.08489680290222168,1.0805882215499878,1.4381663799285889
20,0.20339179039001465,0.08311010897159576,1.079171895980835,1.43257474899292,0.0003,0.2157876193523407,0.09362361580133438,1.1659365892410278,1.5227023363113403
21,0.21544623374938965,0.09350787103176117,1.1395702362060547,1.4976857900619507,0.0003,0.21104517579078674,0.08931189775466919,1.1309903860092163,1.489500641822815
22,0.20422711968421936,0.08385990560054779,1.083693265914917,1.4369604587554932,0.0003,0.21312153339385986,0.09136827290058136,1.1452728509902954,1.4967221021652222
23,0.20872683823108673,0.08768963813781738,1.1000804901123047,1.4567773342132568,0.0003,0.21178755164146423,0.09007851779460907,1.1199439764022827,1.4736450910568237
